ORD-100200,20-07-2019,John Smith,Technology,Phones,East,3970.9,1328.46
ORD-100201,21-07-2019,Sarah Johnson,Technology,Accessories,East,1338.48,481.61
ORD-100202,22-07-2019,John Smith,Technology,Phones,East,3020.42,396.18
ORD-100208,28-07-2019,Linda Miller,Technology,Binders,South,3794.65,558.33
ORD-100210,30-07-2019,Michael Brown,Technology,Tables,North,524.07,638.98
ORD-100217,06-08-2019,Emily Davis,Technology,Binders,South,1478.8,864.9
ORD-100220,09-08-2019,Linda Miller,Technology,Accessories,North,1236.68,61.5
ORD-100222,11-08-2019,John Smith,Technology,Phones,North,3741.41,1046.65
ORD-100225,14-08-2019,Linda Miller,Technology,Chairs,West,2611.14,682.37
ORD-100228,17-08-2019,Sarah Johnson,Technology,Storage,West,872.88,1205.81
ORD-100232,21-08-2019,Michael Brown,Technology,Accessories,North,3672.98,75.78
ORD-100240,29-08-2019,Linda Miller,Technology,Chairs,East,693.46,1249.45
ORD-100241,30-08-2019,Michael Brown,Technology,Accessories,West,2446.32,1069.67
ORD-100243,01-09-2019,John Smith,Technology,Chairs,South,3775.07,262.14
ORD-100246,04-09-2019,Linda Miller,Technology,Chairs,North,4386.37,1444.73
ORD-100247,05-09-2019,David Wilson,Technology,Phones,South,913.06,971.48
ORD-100252,10-09-2019,Sarah Johnson,Technology,Accessories,West,846.4,968.98
ORD-100254,12-09-2019,Emily Davis,Technology,Chairs,West,2756.65,572.7
ORD-100260,18-09-2019,John Smith,Technology,Chairs,East,301.57,717.73
ORD-100261,19-09-2019,Emily Davis,Technology,Accessories,South,2805.75,1300.81
ORD-100266,24-09-2019,John Smith,Technology,Accessories,South,4631.68,1361.67
ORD-100277,05-10-2019,Emily Davis,Technology,Tables,East,1172.92,858.89
ORD-100278,06-10-2019,John Smith,Technology,Binders,East,2947.33,402.38
ORD-100280,08-10-2019,Sarah Johnson,Technology,Chairs,East,3742.97,107.21
ORD-100281,09-10-2019,David Wilson,Technology,Binders,West,3335.47,321.8
ORD-100289,17-10-2019,Sarah Johnson,Technology,Binders,West,886.32,-246.76
ORD-100292,20-10-2019,Sarah Johnson,Technology,Tables,West,693.97,87.83
ORD-100298,26-10-2019,Linda Miller,Technology,Chairs,North,4374.14,724.01
ORD-100302,30-10-2019,Michael Brown,Technology,Storage,East,3106.59,1126.83
ORD-100305,02-11-2019,Emily Davis,Technology,Phones,West,3810.76,-158.71
ORD-100308,05-11-2019,Emily Davis,Technology,Tables,North,4676.9,1036.55
ORD-100310,07-11-2019,Michael Brown,Technology,Chairs,West,1802.23,1132.25
ORD-100314,11-11-2019,John Smith,Technology,Tables,West,1886.98,-129.78
ORD-100317,14-11-2019,Linda Miller,Technology,Chairs,North,899.59,1168.08
ORD-100321,18-11-2019,John Smith,Technology,Chairs,South,3403.5,-344.03
ORD-100323,20-11-2019,Sarah Johnson,Technology,Phones,West,689.51,358.15
ORD-100324,21-11-2019,Michael Brown,Technology,Accessories,East,1259.36,-464.77
ORD-100327,24-11-2019,Linda Miller,Technology,Accessories,West,190.91,-276.28
ORD-100341,08-12-2019,Sarah Johnson,Technology,Accessories,South,2798.03,1442.95
ORD-100343,10-12-2019,David Wilson,Technology,Phones,West,3484.35,31.97
ORD-100345,12-12-2019,David Wilson,Technology,Chairs,South,4087.25,1414.98
ORD-100349,16-12-2019,John Smith,Technology,Phones,East,2411.74,68.84
ORD-100353,20-12-2019,Linda Miller,Technology,Storage,East,1495.96,-371.21
ORD-100354,21-12-2019,David Wilson,Technology,Accessories,West,286.9,38.37
ORD-100355,22-12-2019,Linda Miller,Technology,Accessories,South,22.61,713.89
ORD-100356,23-12-2019,David Wilson,Technology,Tables,South,514.74,-253.82
ORD-100372,08-01-2020,John Smith,Technology,Tables,West,875.95,-132.68
ORD-100379,15-01-2020,Michael Brown,Technology,Accessories,South,969.79,1076.41
ORD-100380,16-01-2020,Linda Miller,Technology,Phones,South,1360.91,930.56
ORD-100385,21-01-2020,Emily Davis,Technology,Accessories,East,2254.14,1480.8
ORD-100388,24-01-2020,John Smith,Technology,Accessories,South,4421.51,207.86
ORD-100390,26-01-2020,John Smith,Technology,Tables,South,2588.1,1184.56
ORD-100392,28-01-2020,Linda Miller,Technology,Binders,East,2059.78,1484.3
ORD-100393,29-01-2020,David Wilson,Technology,Phones,South,4385.47,727.03
ORD-100396,01-02-2020,Michael Brown,Technology,Tables,South,1047.36,1493.12
ORD-100404,09-02-2020,David Wilson,Technology,Storage,North,2009.49,-195.88
ORD-100405,10-02-2020,Sarah Johnson,Technology,Binders,West,2611.9,1084.43
ORD-100406,11-02-2020,John Smith,Technology,Tables,South,3897.15,-375.91
ORD-100409,14-02-2020,Sarah Johnson,Technology,Tables,West,2928.83,528.38
ORD-100411,16-02-2020,Sarah Johnson,Technology,Storage,South,3566.46,-410.37
ORD-100412,17-02-2020,Emily Davis,Technology,Accessories,North,4411.12,1414.98
ORD-100417,22-02-2020,Emily Davis,Technology,Accessories,West,3120.05,-25.05
ORD-100423,28-02-2020,Linda Miller,Technology,Tables,South,2769.35,462.93
ORD-100425,01-03-2020,Sarah Johnson,Technology,Phones,East,578.55,-121.45
ORD-100426,02-03-2020,Emily Davis,Technology,Tables,East,428.92,567.02
ORD-100427,03-03-2020,Linda Miller,Technology,Chairs,East,1704.43,135.95
ORD-100428,04-03-2020,Linda Miller,Technology,Chairs,West,1561.12,552.83
ORD-100429,05-03-2020,Michael Brown,Technology,Chairs,West,4768.75,1061.65
ORD-100432,08-03-2020,John Smith,Technology,Phones,East,2593.06,888.55
ORD-100433,09-03-2020,David Wilson,Technology,Accessories,North,845.16,1382.58
ORD-100439,15-03-2020,Linda Miller,Technology,Tables,West,4437.58,533.32
ORD-100440,16-03-2020,David Wilson,Technology,Phones,South,64.72,270.28
ORD-100445,21-03-2020,David Wilson,Technology,Phones,West,4320.7,449.3
ORD-100449,25-03-2020,Linda Miller,Technology,Storage,West,3933.68,657.12
ORD-100453,29-03-2020,Sarah Johnson,Technology,Binders,North,4980.77,719.62
ORD-100457,02-04-2020,Emily Davis,Technology,Storage,South,1943.96,240.46
ORD-100464,09-04-2020,Emily Davis,Technology,Binders,South,4698.01,817.56
ORD-100467,12-04-2020,Emily Davis,Technology,Storage,West,2208.28,-166.87
ORD-100469,14-04-2020,Linda Miller,Technology,Storage,South,3163.64,291.03
ORD-100471,16-04-2020,David Wilson,Technology,Accessories,East,2265.99,1009.85
ORD-100473,18-04-2020,John Smith,Technology,Phones,South,2673.27,644.28
ORD-100476,21-04-2020,Linda Miller,Technology,Phones,East,3591.43,1073.92
ORD-100481,26-04-2020,Michael Brown,Technology,Accessories,West,1420.3,788.86
ORD-100482,27-04-2020,David Wilson,Technology,Storage,North,3370.37,243.6
ORD-100486,01-05-2020,Linda Miller,Technology,Phones,South,1557.01,113.35
ORD-100487,02-05-2020,Sarah Johnson,Technology,Accessories,North,2644.27,314.02
ORD-100488,03-05-2020,David Wilson,Technology,Accessories,West,1087.47,647.82
ORD-100490,05-05-2020,Linda Miller,Technology,Storage,East,435.99,27.15
ORD-100491,06-05-2020,Linda Miller,Technology,Accessories,South,2227.47,1021.93
ORD-100493,08-05-2020,Sarah Johnson,Technology,Chairs,South,3083.06,-364.65
ORD-100494,09-05-2020,David Wilson,Technology,Tables,North,1468.72,236.63
ORD-100498,13-05-2020,David Wilson,Technology,Phones,South,4466.76,1376.37
ORD-100505,20-05-2020,Emily Davis,Technology,Tables,North,313.24,578.18
ORD-100507,22-05-2020,David Wilson,Technology,Accessories,North,2136.24,1184.86
ORD-100508,23-05-2020,Sarah Johnson,Technology,Tables,West,3655.53,302.46
ORD-100509,24-05-2020,Emily Davis,Technology,Binders,West,3125.43,359.69
ORD-100510,25-05-2020,Sarah Johnson,Technology,Chairs,East,1195.73,-203.64
ORD-100516,31-05-2020,David Wilson,Technology,Storage,East,3546.02,-102.83
ORD-100519,03-06-2020,Emily Davis,Technology,Binders,East,850.36,377.47
ORD-100521,05-06-2020,Sarah Johnson,Technology,Phones,North,926.86,423.84
ORD-100525,09-06-2020,Emily Davis,Technology,Binders,East,1726.36,977.1
ORD-100527,11-06-2020,Sarah Johnson,Technology,Phones,East,4724.93,407.48
ORD-100529,13-06-2020,John Smith,Technology,Binders,South,2326.03,917.21
ORD-100531,15-06-2020,Michael Brown,Technology,Chairs,East,4544.38,92.35
ORD-100534,18-06-2020,Sarah Johnson,Technology,Tables,East,560.28,590.51
ORD-100537,21-06-2020,John Smith,Technology,Accessories,West,3467.62,1021.06
ORD-100540,24-06-2020,Sarah Johnson,Technology,Chairs,South,225.64,1143.08
ORD-100541,25-06-2020,David Wilson,Technology,Tables,South,4871.85,791.38
ORD-100542,26-06-2020,David Wilson,Technology,Tables,South,95.69,304.84
ORD-100545,29-06-2020,Emily Davis,Technology,Tables,South,60.35,1252.61
ORD-100549,03-07-2020,Michael Brown,Technology,Tables,North,813.08,657.02
ORD-100551,05-07-2020,Emily Davis,Technology,Storage,South,2832.04,827.39
ORD-100552,06-07-2020,David Wilson,Technology,Tables,East,3190.15,1481.52
ORD-100554,08-07-2020,Emily Davis,Technology,Binders,North,913.44,991.48
ORD-100555,09-07-2020,Emily Davis,Technology,Chairs,East,4795.45,-83.91
ORD-100558,12-07-2020,Michael Brown,Technology,Phones,East,2704.93,1278.58
ORD-100567,21-07-2020,Sarah Johnson,Technology,Tables,North,209.7,406.05
ORD-100568,22-07-2020,John Smith,Technology,Accessories,South,1012.25,1043.28
ORD-100570,24-07-2020,David Wilson,Technology,Accessories,West,1281.25,921.75
ORD-100571,25-07-2020,John Smith,Technology,Phones,East,1531.62,515.55
ORD-100572,26-07-2020,Sarah Johnson,Technology,Tables,North,1806.73,751.73
ORD-100578,01-08-2020,Michael Brown,Technology,Chairs,East,2226.28,902.13
ORD-100579,02-08-2020,Sarah Johnson,Technology,Phones,East,3175.86,974.05
ORD-100582,05-08-2020,Linda Miller,Technology,Chairs,West,3209.19,1263.3
ORD-100583,06-08-2020,David Wilson,Technology,Phones,East,4768.33,397.85
ORD-100587,10-08-2020,John Smith,Technology,Binders,South,893.58,1198.52
ORD-100588,11-08-2020,Michael Brown,Technology,Binders,West,2807.01,-222.91
ORD-100595,18-08-2020,John Smith,Technology,Accessories,West,220.92,-237.48
ORD-100602,25-08-2020,Sarah Johnson,Technology,Chairs,South,1448.21,1284.05
ORD-100606,29-08-2020,Sarah Johnson,Technology,Binders,East,3010.87,1002.38
ORD-100609,01-09-2020,Linda Miller,Technology,Accessories,North,4574.33,799.47
ORD-100611,03-09-2020,Michael Brown,Technology,Binders,South,2024.63,1161.59
ORD-100612,04-09-2020,Emily Davis,Technology,Binders,North,4313.28,1376.93
ORD-100620,12-09-2020,David Wilson,Technology,Phones,West,4722.99,855.35
ORD-100623,15-09-2020,John Smith,Technology,Binders,North,2425.11,863.46
ORD-100628,20-09-2020,Linda Miller,Technology,Storage,East,4844.61,-20.44
ORD-100633,25-09-2020,Michael Brown,Technology,Storage,North,857.5,-244.39
ORD-100634,26-09-2020,Michael Brown,Technology,Tables,South,540.47,205.61
ORD-100642,04-10-2020,David Wilson,Technology,Tables,West,1514.11,660.39
ORD-100647,09-10-2020,John Smith,Technology,Storage,West,1942.22,-276.32
ORD-100651,13-10-2020,Emily Davis,Technology,Phones,East,1122.83,512.15
ORD-100654,16-10-2020,David Wilson,Technology,Tables,East,2187.88,539.67
ORD-100655,17-10-2020,Linda Miller,Technology,Phones,West,2913.14,-4.21
ORD-100665,27-10-2020,Sarah Johnson,Technology,Accessories,North,533.65,230.85
ORD-100667,29-10-2020,Sarah Johnson,Technology,Binders,North,865.85,873.32
ORD-100672,03-11-2020,Michael Brown,Technology,Chairs,North,920.56,363.87
ORD-100673,04-11-2020,Emily Davis,Technology,Phones,North,3071.15,320.61
ORD-100674,05-11-2020,Emily Davis,Technology,Chairs,South,2065.68,509.25
ORD-100676,07-11-2020,Linda Miller,Technology,Tables,South,4975.31,997.55
ORD-100678,09-11-2020,David Wilson,Technology,Chairs,West,31.37,1265.77
ORD-100679,10-11-2020,David Wilson,Technology,Chairs,West,4428.34,-44.6
ORD-100681,12-11-2020,Sarah Johnson,Technology,Chairs,North,4765.7,183.1
ORD-100688,19-11-2020,John Smith,Technology,Binders,West,3057.63,153.92
ORD-100689,20-11-2020,Michael Brown,Technology,Chairs,West,3582.09,759.12
ORD-100690,21-11-2020,David Wilson,Technology,Binders,West,3812.23,820.24
ORD-100692,23-11-2020,Linda Miller,Technology,Storage,West,235.7,1294.26
ORD-100694,25-11-2020,Sarah Johnson,Technology,Tables,West,1759.74,-167.14
ORD-100700,01-12-2020,Linda Miller,Technology,Phones,West,709.93,1059.69
ORD-100707,08-12-2020,Linda Miller,Technology,Chairs,South,1984.39,1467.2
ORD-100708,09-12-2020,David Wilson,Technology,Storage,East,951.11,638.15
ORD-100711,12-12-2020,David Wilson,Technology,Binders,South,2665.28,887.12
ORD-100712,13-12-2020,Sarah Johnson,Technology,Binders,North,2176.84,1349.48
ORD-100714,15-12-2020,Michael Brown,Technology,Chairs,West,4210.04,-335.31
ORD-100715,16-12-2020,Sarah Johnson,Technology,Phones,South,1104.65,1263.06
ORD-100717,18-12-2020,Emily Davis,Technology,Storage,East,3789.84,52.76
ORD-100719,20-12-2020,John Smith,Technology,Storage,East,1493.53,820.38
ORD-100721,22-12-2020,John Smith,Technology,Phones,East,475.14,1254.32
ORD-100722,23-12-2020,David Wilson,Technology,Phones,West,239.19,-284.84
ORD-100723,24-12-2020,Linda Miller,Technology,Storage,East,566.9,-424.04
ORD-100726,27-12-2020,John Smith,Technology,Tables,West,4247.19,-274.15
ORD-100732,02-01-2021,Sarah Johnson,Technology,Storage,North,1825.49,841.21
ORD-100735,05-01-2021,Sarah Johnson,Technology,Storage,East,2797.82,649.42
ORD-100736,06-01-2021,Sarah Johnson,Technology,Chairs,South,4251.38,621.29
ORD-100740,10-01-2021,Emily Davis,Technology,Phones,East,937.65,398.26
ORD-100744,14-01-2021,John Smith,Technology,Storage,West,4126.44,1138.74
ORD-100749,19-01-2021,John Smith,Technology,Binders,North,750.03,600.67
ORD-100750,20-01-2021,John Smith,Technology,Accessories,North,4278.13,1072.26
ORD-100753,23-01-2021,David Wilson,Technology,Storage,East,956.92,-392.17
ORD-100755,25-01-2021,David Wilson,Technology,Phones,West,170.75,877.2
ORD-100756,26-01-2021,David Wilson,Technology,Chairs,West,2318.05,152.3
ORD-100757,27-01-2021,Linda Miller,Technology,Accessories,South,1574.24,727.17
ORD-100762,01-02-2021,Michael Brown,Technology,Tables,West,4909.77,842.67
ORD-100764,03-02-2021,John Smith,Technology,Chairs,West,4487.05,1205.24
ORD-100768,07-02-2021,Emily Davis,Technology,Tables,West,3583.3,1047.96
ORD-100771,10-02-2021,David Wilson,Technology,Tables,East,242.71,-114.93
ORD-100772,11-02-2021,John Smith,Technology,Chairs,West,2167.42,680.02
ORD-100775,14-02-2021,Emily Davis,Technology,Chairs,West,3379.86,-290.59
ORD-100776,15-02-2021,John Smith,Technology,Chairs,West,4663.15,933.49
ORD-100778,17-02-2021,David Wilson,Technology,Tables,West,3471.24,-167.27
ORD-100780,19-02-2021,John Smith,Technology,Chairs,West,4811.77,129.82
ORD-100786,25-02-2021,John Smith,Technology,Accessories,North,3374.44,819.41
ORD-100789,28-02-2021,Michael Brown,Technology,Binders,East,2908,-260.23
ORD-100791,02-03-2021,David Wilson,Technology,Accessories,East,3646.88,-155.62
ORD-100792,03-03-2021,Linda Miller,Technology,Storage,North,2212.39,-365.54
ORD-100794,05-03-2021,John Smith,Technology,Phones,West,1474.46,426.81
ORD-100797,08-03-2021,Linda Miller,Technology,Tables,South,483.2,-210.53
ORD-100800,11-03-2021,David Wilson,Technology,Phones,South,940.21,111.52
ORD-100802,13-03-2021,David Wilson,Technology,Binders,West,1634.09,103.21
ORD-100806,17-03-2021,John Smith,Technology,Tables,North,4793.9,1075.67
ORD-100813,24-03-2021,David Wilson,Technology,Storage,West,870.53,758.23
ORD-100814,25-03-2021,David Wilson,Technology,Phones,East,3010.53,1064.46
ORD-100817,28-03-2021,John Smith,Technology,Chairs,South,2702.14,-201.92
ORD-100826,06-04-2021,Michael Brown,Technology,Accessories,East,4784.87,603.95
ORD-100831,11-04-2021,Linda Miller,Technology,Chairs,North,2667.25,1343.6
ORD-100832,12-04-2021,Sarah Johnson,Technology,Accessories,North,580.1,401.38
ORD-100833,13-04-2021,David Wilson,Technology,Accessories,North,2750.88,243.8
ORD-100837,17-04-2021,John Smith,Technology,Binders,South,4856.38,-381.5
ORD-100839,19-04-2021,David Wilson,Technology,Binders,North,1754.77,-204.43
ORD-100843,23-04-2021,Michael Brown,Technology,Accessories,North,2686.78,-158.54
ORD-100849,29-04-2021,Emily Davis,Technology,Chairs,North,4660.19,458.48
ORD-100851,01-05-2021,Emily Davis,Technology,Phones,North,1535.74,226.77
ORD-100859,09-05-2021,John Smith,Technology,Chairs,South,4439.07,889.85
ORD-100861,11-05-2021,Linda Miller,Technology,Binders,North,3410.86,-25.66
ORD-100867,17-05-2021,Sarah Johnson,Technology,Chairs,East,2471.57,696.04
ORD-100868,18-05-2021,Emily Davis,Technology,Binders,South,1487,-156.37
ORD-100875,25-05-2021,Emily Davis,Technology,Binders,East,2089.18,276.82
ORD-100876,26-05-2021,Linda Miller,Technology,Storage,South,3721.89,1419.97
ORD-100877,27-05-2021,David Wilson,Technology,Phones,South,4283.31,1036.18
ORD-100882,01-06-2021,Michael Brown,Technology,Binders,East,231.29,436.37
ORD-100884,03-06-2021,Michael Brown,Technology,Chairs,South,3400.25,1035.21
ORD-100888,07-06-2021,Sarah Johnson,Technology,Phones,North,995.95,1057.16
ORD-100890,09-06-2021,John Smith,Technology,Tables,West,2513.5,32.93
ORD-100897,16-06-2021,Emily Davis,Technology,Accessories,North,187.4,-210.74
ORD-100898,17-06-2021,Michael Brown,Technology,Tables,West,4986.93,507.79
ORD-100907,26-06-2021,David Wilson,Technology,Storage,East,829.68,1383.39
ORD-100909,28-06-2021,John Smith,Technology,Phones,South,4063.89,167.91
ORD-100910,29-06-2021,David Wilson,Technology,Tables,South,2387.65,1179.72
ORD-100912,01-07-2021,Sarah Johnson,Technology,Binders,South,1243.25,920.34
ORD-100917,06-07-2021,Linda Miller,Technology,Storage,North,4497.7,1161.91
ORD-100921,10-07-2021,John Smith,Technology,Storage,West,428.2,-383.21
ORD-100925,14-07-2021,Linda Miller,Technology,Binders,North,2235.37,256.71
ORD-100928,17-07-2021,David Wilson,Technology,Storage,West,933.97,-473.67
ORD-100930,19-07-2021,Emily Davis,Technology,Phones,East,877.26,964.44
ORD-100932,21-07-2021,John Smith,Technology,Storage,West,1658.48,1413.32
ORD-100933,22-07-2021,John Smith,Technology,Storage,East,1163.39,-52.18
ORD-100937,26-07-2021,Linda Miller,Technology,Tables,North,2748.11,250.9
ORD-100939,28-07-2021,Emily Davis,Technology,Phones,South,238.8,1153.95
ORD-100943,01-08-2021,David Wilson,Technology,Chairs,North,1833.38,1472.2
ORD-100945,03-08-2021,Linda Miller,Technology,Accessories,South,1340.09,-389.24
ORD-100947,05-08-2021,Michael Brown,Technology,Tables,West,3248.73,1266.31
ORD-100951,09-08-2021,Sarah Johnson,Technology,Storage,West,616.57,479.18
ORD-100957,15-08-2021,Michael Brown,Technology,Tables,West,397.55,-65.44
ORD-100958,16-08-2021,John Smith,Technology,Tables,North,4799.04,1162.01
ORD-100966,24-08-2021,Linda Miller,Technology,Accessories,South,3986.59,288.23
ORD-100967,25-08-2021,Sarah Johnson,Technology,Accessories,West,1739.01,697.01
ORD-100969,27-08-2021,John Smith,Technology,Binders,South,1319.66,249.9
ORD-100972,30-08-2021,John Smith,Technology,Phones,North,4676.03,1000.99
ORD-100975,02-09-2021,Michael Brown,Technology,Accessories,East,1962.75,979.59
ORD-100981,08-09-2021,Emily Davis,Technology,Storage,West,1897.08,350.92
ORD-100985,12-09-2021,Emily Davis,Technology,Chairs,North,1143.36,935.38
ORD-100989,16-09-2021,Sarah Johnson,Technology,Chairs,West,4158.86,-115.54
ORD-100994,21-09-2021,David Wilson,Technology,Storage,East,868.13,-375.13
ORD-101010,07-10-2021,John Smith,Technology,Phones,West,2217.93,-14.61
ORD-101013,10-10-2021,David Wilson,Technology,Storage,South,1260.22,372.53
ORD-101015,12-10-2021,Linda Miller,Technology,Tables,South,2361.54,1310.7
ORD-101016,13-10-2021,Emily Davis,Technology,Phones,East,143.59,652.37
ORD-101017,14-10-2021,Sarah Johnson,Technology,Phones,South,468.77,632.38
ORD-101018,15-10-2021,Sarah Johnson,Technology,Phones,North,3432.79,23.82
ORD-101021,18-10-2021,Linda Miller,Technology,Chairs,West,3476.41,293.7
ORD-101023,20-10-2021,John Smith,Technology,Phones,West,3087.39,1263.78
ORD-101029,26-10-2021,Emily Davis,Technology,Chairs,West,1194.2,1047.92
ORD-101030,27-10-2021,Michael Brown,Technology,Phones,North,2193.61,407.5
ORD-101031,28-10-2021,Emily Davis,Technology,Phones,West,4281.92,1264.54
ORD-101032,29-10-2021,Michael Brown,Technology,Storage,North,845.44,-204.18
ORD-101038,04-11-2021,Linda Miller,Technology,Storage,North,481.34,-268.33
ORD-101040,06-11-2021,Michael Brown,Technology,Storage,South,3547.68,-239.35
ORD-101041,07-11-2021,Sarah Johnson,Technology,Chairs,East,1137.67,862.35
ORD-101044,10-11-2021,John Smith,Technology,Phones,North,289.34,310.94
ORD-101045,11-11-2021,Sarah Johnson,Technology,Chairs,North,613.87,755.21
ORD-101051,17-11-2021,Linda Miller,Technology,Chairs,East,2479.81,591.55
ORD-101054,20-11-2021,David Wilson,Technology,Storage,West,3655.41,1313.06
ORD-101058,24-11-2021,Linda Miller,Technology,Tables,West,4639.93,290.58
ORD-101062,28-11-2021,Emily Davis,Technology,Tables,West,1224.41,163.56
ORD-101065,01-12-2021,David Wilson,Technology,Tables,East,2795.8,126.82
ORD-101073,09-12-2021,Michael Brown,Technology,Chairs,West,1974.44,411.37
ORD-101074,10-12-2021,Linda Miller,Technology,Accessories,South,1520.75,162.01
ORD-101077,13-12-2021,John Smith,Technology,Storage,West,1880.51,-179.28
ORD-101081,17-12-2021,Sarah Johnson,Technology,Accessories,West,2350.38,1059.83
ORD-101084,20-12-2021,David Wilson,Technology,Accessories,North,4446.83,731.67
ORD-101086,22-12-2021,John Smith,Technology,Accessories,East,3395.91,856.36
ORD-101088,24-12-2021,Sarah Johnson,Technology,Storage,North,2769.17,375.3
ORD-101097,02-01-2022,David Wilson,Technology,Phones,East,952.68,-277.66
ORD-101098,03-01-2022,Linda Miller,Technology,Accessories,South,3797.34,680.43
ORD-101099,04-01-2022,Sarah Johnson,Technology,Binders,North,463.59,863.36
ORD-101103,08-01-2022,David Wilson,Technology,Tables,East,3009.37,-266.38
